,UE,UW,NP,BA,AH,WP,CP,EP,AA,TV
1000,-23614.92726,-13787.93704,-83416.24902,-85687.31361,-332304.7974,-272851.5949,-124050.9252,-150747.8984,-1103275.91,-55732.44691
1001,-23482.20654,-13710.44601,-82947.43267,-85205.73341,-330437.1766,-271318.1132,-123353.7336,-149900.6644,-1097075.274,-55419.21918
1002,-22887.5925,-13363.2715,-80847.04624,-83048.16251,-322069.8801,-264447.8236,-120230.183,-146104.8951,-1069295.246,-54015.89936
1003,-27987.87497,-16341.14955,-98863.04213,-101554.6562,-393840.0919,-323377.5078,-147022.3366,-178662.9824,-1307577.529,-66052.82917
1004,-27921.61978,-16302.46544,-98629.00543,-101314.2477,-392907.7614,-322611.9821,-146674.2933,-178240.0367,-1304482.125,-65896.4635
1005,-28311.78923,-16530.27185,-100007.2215,-102729.9867,-398398.1523,-327120.078,-148723.8817,-180730.7166,-1322710.618,-66817.28354
1006,-27549.32871,-16085.0976,-97313.94212,-99963.38093,-387668.9518,-318310.4566,-144718.6213,-175863.485,-1287088.899,-65017.83737
1007,-27091.8524,-15817.99304,-95697.97449,-98303.41748,-381231.4315,-313024.6838,-142315.4651,-172943.146,-1265715.867,-63938.16966
1008,-24930.0402,-14555.78587,-88061.6916,-90459.23155,-350810.8184,-288046.673,-130959.3088,-159143.0338,-1164717.236,-58836.18131
1009,-24126.35423,-14086.54151,-85222.78939,-87543.03827,-339501.5011,-278760.7244,-126737.4881,-154012.636,-1127169.486,-56939.44094
1010,-23460.54215,-13697.79692,-82870.90638,-85127.12364,-330132.3193,-271067.7985,-123239.929,-149762.3679,-1096063.126,-55368.09008
1011,-23294.90417,-13601.08666,-82285.81466,-84526.10239,-327801.493,-269153.9842,-122369.8207,-148705.0038,-1088324.615,-54977.17592
1012,-22886.22533,-13362.47325,-80842.21691,-83043.2017,-322050.6415,-264432.0271,-120223.0011,-146096.1676,-1069231.373,-54012.67277
1013,-21699.20576,-12669.41369,-76649.24527,-78736.07354,-305347.1262,-250716.9654,-113987.5012,-138518.7271,-1013774.496,-51211.24532
1014,-22797.35925,-13310.58743,-80528.31055,-82720.74903,-320800.1347,-263405.2505,-119756.1811,-145528.8834,-1065079.6,-53802.94421
1015,-21875.88627,-12772.57131,-77273.34311,-79377.16287,-307833.341,-252758.3673,-114915.6168,-139646.5822,-1022028.909,-51628.22044
1016,-20999.21442,-12260.71303,-74176.62905,-76196.13865,-295496.9802,-242629.1254,-110310.396,-134050.2728,-981071.3008,-49559.22963
1017,-21488.24082,-12546.23858,-75904.04273,-77970.58234,-302378.4675,-248279.4343,-112879.2871,-137172.0145,-1003918.335,-50713.35718
1018,-21735.3832,-12690.53644,-76777.03673,-78867.34421,-305856.2083,-251134.9668,-114177.5439,-138749.6689,-1015464.686,-51296.62594
1019,-21390.54071,-12489.19487,-75558.93148,-77616.0752,-301003.6499,-247150.5876,-112366.0613,-136548.3375,-999353.8415,-50482.77987
1020,-22208.73972,-12966.9129,-78449.09887,-80584.92939,-312517.1919,-256604.2228,-116664.1201,-141771.3806,-1037579.632,-52413.77177
1021,-21635.68491,-12632.32607,-76424.86723,-78505.58666,-304453.2728,-249983.0328,-113653.8216,-138113.2364,-1010806.839,-51061.33284
1022,-22260.90254,-12997.36896,-78633.35633,-80774.20338,-313251.2172,-257206.9224,-116938.1351,-142104.3663,-1040016.649,-52536.8787
1023,-22522.13729,-13149.89487,-79556.12957,-81722.09975,-316927.2633,-260225.281,-118310.4202,-143771.9806,-1052221.387,-53153.40619
1024,-23005.06401,-13431.85904,-81261.997,-83474.4106,-323722.9169,-265805.1129,-120847.2693,-146854.7844,-1074783.448,-54293.13817
1025,-23287.96315,-13597.03403,-82261.29653,-84500.91674,-327703.8203,-269073.7862,-122333.359,-148660.6952,-1088000.334,-54960.79475
1026,-23469.37617,-13702.95481,-82902.11128,-85159.17811,-330256.63,-271169.8686,-123286.3348,-149818.7607,-1096475.847,-55388.93884
1027,-26179.21345,-15285.13481,-92474.21194,-94991.88578,-368388.9485,-302479.8707,-137521.3065,-167117.2376,-1223077.896,-61784.29464
1028,-26549.71668,-15501.4588,-93782.95998,-96336.26538,-373602.6,-306760.7391,-139467.5868,-169482.3765,-1240387.595,-62658.70138
1029,-26643.84112,-15556.41479,-94115.44068,-96677.79809,-374927.1013,-307848.2717,-139962.0293,-170083.2278,-1244785.035,-62880.83991
1030,-26974.0654,-15749.2213,-95281.90926,-97876.02459,-379573.955,-311663.7491,-141696.7214,-172191.2426,-1260212.925,-63660.18625
1031,-26180.15995,-15285.68744,-92477.55533,-94995.32019,-368402.2675,-302490.8068,-137526.2785,-167123.2797,-1223122.116,-61786.52844
1032,-25746.55654,-15032.52145,-90945.9152,-93421.98011,-362300.6822,-297480.8662,-135248.5284,-164355.3354,-1202864.413,-60763.20201
1033,-24557.8543,-14338.47943,-86746.99977,-89108.74633,-345573.4887,-283746.3626,-129004.1893,-156767.1534,-1147328.923,-57957.80338
1034,-23564.02645,-13758.21782,-83236.44941,-85502.61883,-331588.5308,-272263.4767,-123783.5395,-150422.9687,-1100897.853,-55612.31837
1035,-23565.81428,-13759.26167,-83242.76468,-85509.10604,-331613.6889,-272284.1338,-123792.9312,-150434.3815,-1100981.38,-55616.53776
1036,-23097.82127,-13486.01679,-81589.64837,-83810.9825,-325028.1796,-266876.8489,-121334.5299,-147446.9083,-1079117.014,-54512.0501
1037,-22927.03012,-13386.29775,-80986.35379,-83191.26281,-322624.8387,-264903.4937,-120437.3516,-146356.6484,-1071137.749,-54108.97416
1038,-23290.27683,-13598.38491,-82269.46924,-84509.31196,-327736.3778,-269100.5189,-122345.5129,-148675.4647,-1088108.428,-54966.25514
1039,-22013.54983,-12852.94829,-77759.61935,-79876.67831,-309770.5166,-254348.9597,-115638.7734,-140525.3693,-1028460.472,-51953.11354
1040,-21226.37507,-12393.34425,-74979.04056,-77020.39636,-298693.542,-245253.785,-111503.6873,-135500.3722,-991684.1167,-50095.34049
1041,-21008.15361,-12265.93231,-74208.20543,-76228.57472,-295622.7709,-242732.4106,-110357.3542,-134107.3369,-981488.9348,-49580.32659
1042,-21202.397,-12379.34429,-74894.34157,-76933.39138,-298356.1272,-244976.7376,-111377.7288,-135347.3061,-990563.875,-50038.75101
1043,-21314.82049,-12444.98447,-75291.46097,-77341.32263,-299938.1293,-246275.7011,-111968.2976,-136064.971,-995816.2362,-50304.07625
1044,-21892.50265,-12782.27304,-77332.03803,-79437.4558,-308067.1635,-252950.3563,-115002.9038,-139752.6543,-1022805.217,-51667.43595
1045,-22417.28582,-13088.67574,-79185.75722,-81341.64376,-315451.8133,-259013.8061,-117759.6279,-143102.6523,-1047322.787,-52905.95132
1046,-22866.55911,-13350.99083,-80772.74887,-82971.84236,-321773.9022,-264204.7996,-120119.693,-145970.6266,-1068312.578,-53966.25946
1047,-23144.93608,-13513.52548,-81756.07446,-83981.93966,-325691.1702,-267421.2228,-121582.0274,-147747.6697,-1081318.191,-54623.24347
1048,-23346.96182,-13631.48131,-82469.70063,-84714.99479,-328534.0384,-269755.4687,-122643.2833,-149037.3182,-1090756.718,-55100.03465
1049,-23819.37184,-13907.30514,-84138.41939,-86429.14555,-335181.703,-275213.7886,-125124.8874,-152052.9878,-1112827.445,-56214.94668
1050,-24143.28611,-14096.42744,-85282.59876,-87604.476,-339739.7634,-278956.3588,-126826.4325,-154120.7221,-1127960.534,-56979.40106
1051,-25445.98935,-14857.03069,-89884.2059,-92331.36504,-358071.1574,-294008.0527,-133669.6271,-162436.6391,-1188822.085,-60053.84792
1052,-26766.88647,-15628.25671,-94550.08025,-97124.27102,-376658.5723,-309269.9624,-140608.3955,-170868.6983,-1250533.644,-63171.23329
1053,-25646.01692,-14973.81985,-90590.77381,-93057.16975,-360885.9076,-296319.2113,-134720.3864,-163713.5321,-1198167.259,-60525.92332
1054,-26380.08236,-15402.4152,-93183.75175,-95720.7433,-371215.5379,-304800.7503,-138576.4854,-168399.5014,-1232462.377,-62258.35564
1055,-26616.70804,-15540.57273,-94019.59708,-96579.34509,-374545.2897,-307534.7707,-139819.4973,-169910.0215,-1243517.393,-62816.80445
1056,-26356.94563,-15388.90647,-93102.02466,-95636.79113,-370889.9621,-304533.4238,-138454.9465,-168251.8061,-1231381.442,-62203.75175
1057,-25392.56453,-14825.83779,-89695.4906,-92137.51184,-357319.3734,-293390.7716,-133388.9826,-162095.5972,-1186326.108,-59927.76259
1058,-24969.79331,-14578.99634,-88202.11361,-90603.47665,-351370.2167,-288505.9884,-131168.1348,-159396.8012,-1166574.478,-58930.00071
1059,-24476.56023,-14291.01465,-86459.84047,-88813.76892,-344429.5339,-282807.0747,-128577.1457,-156248.2058,-1143530.91,-57765.94519
1060,-24014.87724,-14021.45396,-84829.01337,-87138.54143,-337932.818,-277472.697,-126151.8914,-153301.0131,-1121961.345,-56676.3495
1061,-24176.83437,-14116.01511,-85401.10306,-87726.20666,-340211.8482,-279343.9821,-127002.664,-154334.8803,-1129527.89,-57058.57669
1062,-24328.2748,-14204.43593,-85936.04407,-88275.7118,-342342.8894,-281093.7552,-127798.1916,-155301.6132,-1136603.1,-57415.98393
1063,-23109.70514,-13492.95536,-81631.62638,-83854.10339,-325195.4072,-267014.1575,-121396.9568,-147522.77,-1079672.222,-54540.09664
1064,-21497.60068,-12551.70348,-75937.10505,-78004.54481,-302510.1776,-248387.58,-112928.4551,-137231.764,-1004355.622,-50735.44693
1065,-21838.02616,-12750.46611,-77139.60786,-79239.78659,-307300.5807,-252320.9241,-114716.7349,-139404.899,-1020260.106,-51538.86863
1066,-22692.19228,-13249.18408,-80156.82374,-82339.14824,-319320.245,-262190.1303,-119203.7314,-144857.5411,-1060166.259,-53554.74474
1067,-22297.60581,-13018.79873,-78763.00523,-80907.38206,-313767.6988,-257630.9993,-117130.9401,-142338.6648,-1041731.405,-52623.50032
1068,-22208.10872,-12966.54448,-78446.86995,-80582.63978,-312508.3126,-256596.932,-116660.8054,-141767.3525,-1037550.152,-52412.28257
1069,-22388.15457,-13071.66701,-79082.85537,-81235.94034,-315041.8838,-258677.2178,-117606.5993,-142916.6905,-1045961.791,-52837.20007
1070,-21899.023,-12786.08005,-77355.07021,-79461.11505,-308158.9167,-253025.6938,-115037.1557,-139794.2775,-1023109.844,-51682.82432
1071,-22473.65532,-13121.58793,-79384.87415,-81546.18179,-316245.0341,-259665.1105,-118055.7409,-143462.4918,-1049956.337,-53038.98624
1072,-22361.12666,-13055.88635,-78987.38326,-81137.86894,-314661.5521,-258364.9319,-117464.6197,-142744.1555,-1044699.063,-52773.4128
1073,-22035.10906,-12865.53598,-77835.77414,-79954.90647,-310073.894,-254598.0593,-115752.0256,-140662.9944,-1029467.707,-52003.99444
1074,-21760.5181,-12705.21184,-76865.82208,-78958.5468,-306209.9019,-251425.3805,-114309.5794,-138910.1197,-1016638.974,-51355.94561
1075,-25108.19304,-14659.80314,-88690.99026,-91105.66329,-353317.7516,-290105.0866,-131895.1586,-160280.2876,-1173040.435,-59256.63122
1076,-27096.26941,-15820.57198,-95713.57694,-98319.44471,-381293.5869,-313075.7188,-142338.6679,-172971.3424,-1265922.227,-63948.59404
1077,-27097.63658,-15821.37023,-95718.40627,-98324.40552,-381312.8254,-313091.5154,-142345.8498,-172980.0698,-1265986.1,-63951.82063
1078,-27077.65486,-15809.70359,-95647.82377,-98251.90137,-381031.6464,-312860.6425,-142240.8843,-172852.5148,-1265052.566,-63904.66274
1079,-26572.85341,-15514.96753,-93864.68708,-96420.21756,-373928.1757,-307028.0656,-139589.1257,-169630.0718,-1241468.53,-62713.30527
1080,-26175.32227,-15282.86289,-92460.46693,-94977.76655,-368334.1926,-302434.9112,-137500.8658,-167092.3979,-1222896.103,-61775.11126
1081,-25090.52499,-14649.48738,-88628.58047,-91041.55436,-353069.1301,-289900.9464,-131802.3471,-160167.5021,-1172214.993,-59214.93371
1082,-24107.21384,-14075.3661,-85155.17879,-87473.58693,-339232.1612,-278539.5726,-126636.9423,-153890.4517,-1126275.258,-56894.26864
1083,-23093.40426,-13483.43785,-81574.04593,-83794.95527,-324966.0243,-266825.8139,-121311.3271,-147418.7119,-1078910.654,-54501.62573
1084,-23030.30408,-13446.59584,-81351.15384,-83565.99479,-324078.0904,-266096.7417,-120979.8572,-147015.9066,-1075962.649,-54352.70604
1085,-22850.46856,-13341.59612,-80715.91139,-82913.45743,-321547.479,-264018.8862,-120035.1682,-145867.9112,-1067560.837,-53928.28495
1086,-23163.55063,-13524.39388,-81821.82763,-84049.483,-325953.1107,-267636.299,-121679.811,-147866.4973,-1082187.852,-54667.17477
1087,-22476.81033,-13123.43003,-79396.01875,-81557.62981,-316289.4308,-259701.5641,-118072.3144,-143482.6321,-1050103.737,-53046.43222
1088,-21343.11041,-12461.50197,-75391.39093,-77443.97325,-300336.2196,-246602.5684,-112116.9065,-136245.5621,-997137.9248,-50370.84191
1089,-20625.87168,-12042.73115,-72857.85087,-74841.45583,-290243.3717,-238315.4487,-108349.1995,-131667.0077,-963628.9414,-48678.12151
1090,-19841.3261,-11584.66219,-70086.55926,-71994.7139,-279203.3944,-229250.652,-104227.9247,-126658.7941,-926975.4199,-46826.55344
1091,-20189.42876,-11787.90726,-71316.18061,-73257.81253,-284101.8294,-233272.6999,-106056.5332,-128880.9371,-943238.5776,-47648.0937
1092,-19478.50006,-11372.82065,-68804.92976,-70678.19116,-274097.7749,-225058.4873,-102321.9732,-124342.6632,-910024.3945,-45970.26526
1093,-20140.00029,-11759.04769,-71141.5818,-73078.46016,-283406.2812,-232701.5934,-105796.8818,-128565.4063,-940929.3074,-47531.43995
1094,-20430.26112,-11928.52093,-72166.8854,-74131.67835,-287490.7769,-236055.3251,-107321.643,-130418.311,-954490.1277,-48216.47049
1095,-19540.54857,-11409.04862,-69024.10698,-70903.33563,-274970.9098,-225775.4082,-102647.9185,-124738.7552,-912923.2655,-46116.70295
1096,-20094.77849,-11732.64425,-70981.84247,-72914.37182,-282769.9286,-232179.0917,-105559.3285,-128276.7291,-938816.5709,-47424.71417
1097,-20041.14334,-11701.32855,-70792.3842,-72719.75541,-282015.1849,-231559.3804,-105277.5791,-127934.3445,-936310.7672,-47298.13244
1098,-20240.75024,-11817.8721,-71497.46617,-73444.03372,-284824.0156,-233865.6785,-106326.1287,-129208.5522,-945636.2878,-47769.21504
1099,-26785.71136,-15639.2479,-94616.57639,-97192.57757,-376923.4725,-309487.4689,-140707.2839,-170988.8686,-1251413.132,-63215.661
1100,-26530.78662,-15490.4062,-93716.09235,-96267.57724,-373336.2198,-306542.0175,-139368.1459,-169361.5349,-1239503.194,-62614.02548
1101,-26097.49871,-15237.42441,-92185.56669,-94695.38197,-367239.0742,-301535.7223,-137092.053,-166595.6046,-1219260.23,-61591.44365
1102,-25669.46915,-14987.5128,-90673.61537,-93142.26673,-361215.923,-296590.1831,-134843.5827,-163863.2415,-1199262.934,-60581.2718
1103,-25537.16911,-14910.26739,-90206.28496,-92662.21293,-359354.2218,-295061.5619,-134148.601,-163018.6929,-1193081.951,-60269.03686
1104,-24849.7978,-14508.93512,-87778.24716,-90168.07014,-349681.6625,-287119.5363,-130537.7897,-158630.7996,-1160968.357,-58646.80511
1105,-24536.40024,-14325.95315,-86671.21646,-89030.89977,-345271.5912,-283498.4781,-128891.4895,-156630.1996,-1146326.601,-57907.17069
1106,-24114.68069,-14079.72573,-85181.55435,-87500.68059,-339337.2334,-278625.8461,-126676.1662,-153938.117,-1126624.105,-56911.8908
1107,-23857.02162,-13929.28754,-84271.41166,-86565.75864,-335711.5036,-275648.8016,-125322.6644,-152293.3284,-1114586.421,-56303.8021
1108,-23525.74567,-13735.867,-83101.22821,-85363.71614,-331049.8509,-271821.173,-123582.4478,-150178.6001,-1099109.397,-55521.97376
1109,-23031.56608,-13447.33268,-81355.61168,-83570.574,-324095.8491,-266111.3232,-120986.4866,-147023.9627,-1076021.609,-54355.68444
1110,-23130.42303,-13505.05182,-81704.80928,-83929.27875,-325486.9455,-267253.5362,-121505.7894,-147655.0244,-1080640.15,-54588.99194
1111,-20267.77815,-11833.65276,-71592.93828,-73542.10512,-285204.3472,-234177.9644,-106468.1082,-129381.0872,-946899.0164,-47833.0023
1112,-20003.80906,-11679.53036,-70660.50638,-72584.28713,-281489.824,-231128.0127,-105081.4595,-127696.018,-934566.5312,-47210.02163
1113,-20168.9212,-11775.93361,-71243.74068,-73183.40038,-283813.2509,-233035.7514,-105948.8055,-128750.0254,-942280.4761,-47599.6948
1114,-20245.69309,-11820.75805,-71514.92605,-73461.96896,-284893.5704,-233922.7892,-106352.0938,-129240.1053,-945867.2148,-47780.88042
1115,-20917.18418,-12212.81842,-73886.86934,-75898.49003,-294342.6663,-241681.3316,-109879.4852,-133526.6258,-977238.8951,-49365.63405
1116,-21735.27803,-12690.47504,-76776.66524,-78866.96261,-305854.7284,-251133.7516,-114176.9915,-138748.9975,-1015459.772,-51296.37774
1117,-21098.38687,-12318.61638,-74526.94112,-76555.9882,-296892.5163,-243774.9837,-110831.356,-134683.3486,-985704.5811,-49793.28174
1118,-21406.52609,-12498.52818,-75615.39747,-77674.07853,-301228.5931,-247335.2859,-112450.0337,-136650.3815,-1000100.669,-50520.50619
1119,-21864.0024,-12765.63274,-77231.3651,-79334.04198,-307666.1134,-252621.0588,-114853.1899,-139570.7205,-1021473.701,-51600.1739
1120,-21935.51594,-12807.38701,-77483.97613,-79593.53052,-308672.4384,-253447.3405,-115228.8557,-140027.2333,-1024814.773,-51768.94954
1121,-21876.62244,-12773.00114,-77275.94352,-79379.83408,-307843.7002,-252766.8732,-114919.4839,-139651.2816,-1022063.302,-51629.95783
1122,-21007.94328,-12265.8095,-74207.46246,-76227.81151,-295619.8111,-242729.9804,-110356.2493,-134105.9942,-981479.1081,-49579.83019
1123,-24845.48596,-14506.41758,-87763.0162,-90152.42451,-349620.9871,-287069.7163,-130515.1392,-158603.2746,-1160766.91,-58636.62894
1124,-26209.81704,-15303.00318,-92582.31461,-95102.93161,-368819.5964,-302833.4707,-137682.0693,-167312.5982,-1224507.678,-61856.52069
1125,-26254.09233,-15328.85399,-92738.71055,-95263.58555,-369442.63,-303345.0363,-137914.6507,-167595.2333,-1226576.195,-61961.01267
1126,-26167.85542,-15278.50325,-92434.09137,-94950.6729,-368229.1204,-302348.6377,-137461.6419,-167044.7326,-1222547.255,-61757.4891
1127,-25113.45139,-14662.87331,-88709.5646,-91124.74333,-353391.7461,-290165.8426,-131922.7811,-160313.8548,-1173286.102,-59269.04119
1128,-24457.94568,-14280.14625,-86394.0873,-88746.22558,-344167.5934,-282591.9984,-128479.3621,-156129.3782,-1142661.249,-57722.01388
1129,-22974.88109,-13414.23628,-81155.38029,-83364.89117,-323298.1886,-265456.3734,-120688.7162,-146662.1092,-1073373.319,-54221.90492
1130,-23602.72789,-13780.81425,-83373.15655,-85643.04792,-332133.1302,-272710.641,-123986.841,-150670.0227,-1102705.963,-55703.65577
1131,-23350.32717,-13633.44622,-82481.58821,-84727.20601,-328581.3949,-269794.3525,-122660.9617,-149058.8012,-1090913.945,-55107.97704
1132,-22446.94291,-13105.99148,-79290.5165,-81449.25519,-315869.1422,-259356.47,-117915.4187,-143291.9709,-1048708.349,-52975.94357
1133,-22808.71728,-13317.21899,-80568.43113,-82761.96192,-320959.9628,-263536.4835,-119815.8457,-145601.3884,-1065610.241,-53829.74976
1134,-22456.40793,-13111.51778,-79323.95031,-81483.59926,-316002.3322,-259465.8308,-117965.1392,-143352.3917,-1049150.549,-52998.28152
1135,-20979.8637,-12249.41481,-74108.27548,-76125.9241,-295224.6805,-242405.5433,-110208.7452,-133926.7458,-980167.2461,-49513.56093
1136,-21024.03382,-12275.20421,-74264.29994,-76286.19644,-295846.2342,-242915.8937,-110440.7741,-134208.7096,-982230.8492,-49617.80471
1137,-20260.52163,-11829.41593,-71567.30569,-73515.77467,-285102.2348,-234094.1211,-106429.9892,-129334.7645,-946559.9959,-47815.87654
1138,-19845.11211,-11586.87271,-70099.93278,-72008.45153,-279256.6704,-229294.3963,-104247.8128,-126682.9625,-927152.3002,-46835.48863
1139,-19400.25583,-11327.13656,-68528.54357,-70394.28017,-272996.7369,-224154.4379,-101910.9506,-123843.1846,-906368.8691,-45785.60486
1140,-19926.09067,-11634.15329,-70385.97763,-72302.28414,-280396.1855,-230230.0389,-104673.1991,-127199.896,-930935.5725,-47026.60222
1141,-20244.74659,-11820.20542,-71511.58267,-73458.53455,-284880.2514,-233911.8531,-106347.1217,-129234.0632,-945822.9947,-47778.64662
1142,-21009.10011,-12266.48494,-74211.54881,-76232.00912,-295636.0899,-242743.3467,-110362.3262,-134113.379,-981533.1548,-49582.56038
